Player,Driving_Rank,Average_Drive_Distance,Year,Percent_Fairway_Hit,Percent_Greens_Hit,Top_10's,Percent_BreakPar_Rank,Avg_Score_Rank,Money_Rank,Percent_Par3_Bird,Percent_Par4_Bird,Percent_Par5_Bird,Avg_scoreB4cut,Masters_Top_10,Masters_Top_25
Chris Smith,21.0,275.7,1996,55.0,64.44,,145.0,147.0,167.0,11.67,11.65,32.43,73.27,,
Woody Austin,22.0,275.6,1996,67.86,69.17,1.0,40.0,32.0,42.0,15.0,17.2,36.6,70.71,0.0,0.0
Michael Bradley,23.0,275.1,1996,64.29,68.89,1.0,28.0,26.0,15.0,12.86,15.49,45.93,70.76,,
Paul Azinger,24.0,274.7,1996,59.42,68.94,,13.0,30.0,94.0,17.05,16.52,45.24,71.36,0.0,1.0
Andrew Magee,25.0,274.3,1996,65.24,64.44,,77.0,69.0,118.0,9.17,13.11,46.09,71.45,,
Mike Standly,26.0,274.0,1996,66.35,66.67,,48.0,99.0,151.0,13.33,13.79,49.4,72.56,,
John Huston,27.0,273.9,1996,67.24,68.01,2.0,17.0,41.0,28.0,12.07,21.02,36.94,71.25,0.0,1.0
Curt Byrum,28.0,273.8,1996,62.3,69.44,1.0,66.0,61.0,89.0,11.11,16.26,39.26,71.32,,
Jay Delsing,29.0,273.3,1996,61.22,65.34,,149.0,142.0,203.0,7.14,10.23,35.44,73.22,,
Jay Williamson,30.0,272.8,1996,66.07,63.19,,103.0,133.0,161.0,12.5,12.76,39.78,72.29,,
Tommy Tolles,31.0,272.7,1996,63.52,66.87,3.0,24.0,27.0,3.0,18.75,16.25,39.45,70.44,,
Phil Mickelson,31.0,272.7,1996,65.05,70.04,3.0,28.0,13.0,2.0,13.39,14.63,48.57,70.94,1.0,1.0
Tom Lehman,33.0,272.5,1996,66.01,75.67,6.0,17.0,5.0,11.0,12.5,17.65,45.61,70.31,0.0,1.0
Brian Henninger,34.0,272.3,1996,64.0,64.44,,112.0,119.0,132.0,9.0,14.84,37.23,72.44,0.0,0.0
Joey Sindelar,35.0,272.1,1996,67.03,69.02,1.0,126.0,95.0,99.0,14.42,11.49,36.89,72.06,,
John Daly,35.0,272.1,1996,53.25,63.64,,114.0,132.0,84.0,6.82,13.39,42.86,73.14,0.0,0.0
"Jim Gallagher, Jr.",37.0,272.0,1996,60.2,66.47,1.0,16.0,56.0,60.0,18.75,15.66,43.24,70.88,0.0,0.0
Dan Pohl,38.0,271.8,1996,67.58,68.8,,102.0,82.0,122.0,7.69,14.5,43.16,71.43,,
Scott McCarron,39.0,271.5,1996,63.36,66.31,1.0,51.0,63.0,16.0,14.52,15.99,39.13,71.95,1.0,1.0
Kenny Perry,40.0,270.3,1996,70.98,69.79,3.0,14.0,34.0,17.0,11.72,19.82,41.67,71.21,0.0,0.0
Keith Fergus,41.0,270.1,1996,71.2,69.0,,105.0,87.0,126.0,8.87,13.65,41.18,71.82,,
Peter Jacobsen,42.0,270.0,1996,69.25,71.26,1.0,144.0,52.0,119.0,10.87,12.82,29.55,71.36,,
Marco Dawson,43.0,269.8,1996,62.77,65.15,1.0,26.0,66.0,65.0,15.15,15.52,44.09,71.87,,
Billy Ray Brown,44.0,269.4,1996,59.64,64.72,,60.0,115.0,163.0,7.5,17.0,40.0,72.42,,
Scott Verplank,45.0,269.2,1996,67.98,64.94,,23.0,50.0,90.0,15.52,17.73,40.19,70.47,,
Charlie Rymer,46.0,268.7,1996,62.5,64.48,,86.0,122.0,182.0,19.64,11.93,37.38,72.1,,
Phil Blackmar,46.0,268.7,1996,57.56,62.09,1.0,82.0,74.0,63.0,12.5,13.83,40.31,71.3,,
Lee Janzen,48.0,268.6,1996,73.35,63.89,2.0,10.0,36.0,58.0,10.58,20.0,45.45,70.71,0.0,1.0
David Toms,49.0,268.5,1996,61.97,62.01,1.0,44.0,86.0,83.0,12.84,17.24,38.3,71.13,,
Larry Nelson,49.0,268.5,1996,68.98,69.05,2.0,3.0,18.0,33.0,12.86,21.08,46.76,70.8,,
Mike Heinen,51.0,268.4,1996,66.67,66.05,,91.0,140.0,147.0,12.04,15.58,35.29,73.0,,
Payne Stewart,52.0,268.2,1996,68.2,69.71,3.0,9.0,6.0,23.0,13.71,17.2,49.17,70.33,0.0,0.0
Mike Swartz,53.0,268.0,1996,62.14,61.94,,137.0,134.0,187.0,13.75,8.78,42.67,72.5,,
Jim Furyk,54.0,267.9,1996,72.24,64.44,1.0,41.0,44.0,7.0,10.0,16.9,42.22,71.09,0.0,0.0
Steve Lowery,55.0,267.8,1996,65.63,67.36,1.0,92.0,96.0,75.0,14.06,12.84,40.5,72.59,0.0,0.0
Dicky Pride,56.0,267.7,1996,64.76,65.93,,140.0,122.0,153.0,10.0,14.33,30.09,72.4,,
Tom Scherrer,56.0,267.7,1996,61.38,64.41,1.0,121.0,121.0,62.0,9.38,13.76,38.02,72.83,,
Len Mattiace,58.0,267.4,1996,65.11,63.68,,116.0,126.0,121.0,3.85,14.45,42.57,73.39,,
Jeff Maggert,59.0,267.3,1996,73.43,69.78,2.0,8.0,53.0,30.0,19.0,16.73,44.44,71.28,1.0,1.0
Chip Beck,60.0,267.2,1996,66.39,63.73,,89.0,91.0,136.0,13.24,17.97,27.48,71.3,,
Taylor Smith,61.0,267.0,1996,57.74,62.5,,117.0,110.0,145.0,13.54,11.93,38.71,72.07,,
"Dave Stockton, Jr.",61.0,267.0,1996,59.34,64.53,,126.0,137.0,158.0,9.62,15.41,32.65,73.05,,
John Wilson,63.0,266.9,1996,66.9,65.93,2.0,21.0,39.0,47.0,14.17,16.61,46.02,70.75,,
Mark O'Meara,64.0,266.8,1996,74.88,75.99,4.0,4.0,2.0,6.0,17.74,18.01,48.78,70.28,0.0,1.0
Robin Freeman,65.0,266.7,1996,55.67,61.11,,151.0,145.0,172.0,6.03,12.12,30.28,73.09,,
Rocco Mediate,66.0,266.3,1996,67.21,70.2,2.0,90.0,15.0,25.0,13.64,14.91,36.25,71.42,,
Jerry Kelly,67.0,266.0,1996,67.32,67.85,2.0,114.0,79.0,53.0,12.12,13.35,37.6,72.29,,
Mike Sullivan,68.0,265.9,1996,58.04,62.73,,139.0,150.0,183.0,13.54,10.79,35.79,73.11,,
Guy Boros,69.0,265.8,1996,58.57,64.81,,60.0,108.0,135.0,14.17,14.38,41.23,72.41,,
Kevin Sutherland,70.0,264.9,1996,62.5,66.36,,125.0,103.0,101.0,13.19,12.05,37.41,71.95,,
Craig Stadler,71.0,264.8,1996,64.94,67.68,1.0,56.0,24.0,18.0,9.09,16.67,42.5,71.0,0.0,0.0
Joe Ozaki,72.0,264.6,1996,68.72,65.33,1.0,33.0,64.0,57.0,12.07,15.49,45.87,71.65,,
Ted Tryba,73.0,264.3,1996,71.0,64.98,,133.0,135.0,137.0,10.61,13.43,34.65,73.23,0.0,0.0
Brian Kamm,74.0,264.2,1996,56.49,60.27,,118.0,143.0,141.0,15.15,12.24,36.22,71.75,,
Jeff Sluman,75.0,263.8,1996,62.92,66.33,2.0,92.0,51.0,67.0,14.41,13.64,38.1,71.6,0.0,0.0
Neal Lancaster,75.0,263.8,1996,61.11,65.12,1.0,100.0,94.0,72.0,13.19,12.53,41.61,72.13,0.0,0.0
Frank Lickliter II,75.0,263.8,1996,65.91,62.12,1.0,69.0,117.0,100.0,9.09,15.25,42.35,71.86,,
Bob Tway,78.0,263.6,1996,74.18,71.79,3.0,47.0,16.0,21.0,13.46,18.59,33.68,71.13,0.0,1.0
Jim McGovern,78.0,263.6,1996,65.91,62.88,,148.0,148.0,198.0,9.09,9.33,36.14,73.67,,
Scott Hoch,78.0,263.6,1996,67.97,69.0,2.0,58.0,7.0,19.0,16.13,14.29,39.5,70.28,1.0,1.0
Keith Clearwater,78.0,263.6,1996,59.95,62.1,,35.0,69.0,91.0,16.07,15.49,40.74,71.06,,
Bruce Lietzke,82.0,263.5,1996,80.29,67.78,1.0,60.0,34.0,88.0,14.0,16.73,35.48,71.0,,
Brad Bryant,83.0,263.2,1996,67.54,72.71,2.0,25.0,56.0,52.0,15.6,16.42,43.52,70.94,0.0,0.0
Hugh Royer III,83.0,263.2,1996,64.02,63.17,1.0,75.0,120.0,108.0,12.04,15.64,36.89,72.85,,
Patrick Burke,85.0,263.0,1996,72.06,64.87,1.0,82.0,72.0,43.0,15.44,14.99,34.11,71.91,,
Justin Leonard,85.0,263.0,1996,74.19,67.2,1.0,101.0,73.0,34.0,9.68,18.61,29.06,70.9,0.0,0.0
Jeff Gallagher,87.0,262.2,1996,60.16,61.97,1.0,43.0,104.0,111.0,15.38,12.93,46.53,72.22,,
Billy Mayfair,88.0,262.1,1996,72.7,66.07,,129.0,67.0,97.0,10.71,14.19,34.95,72.06,0.0,0.0
Blaine McCallister,89.0,262.0,1996,70.71,66.67,2.0,37.0,76.0,64.0,14.17,18.83,33.93,71.19,,
Steve Jurgensen,89.0,262.0,1996,58.63,59.03,,78.0,141.0,176.0,12.5,13.36,42.7,72.63,,
Nick Price,89.0,262.0,1996,77.86,69.72,2.0,60.0,10.0,32.0,13.75,17.0,33.75,70.2,0.0,1.0
Howard Twitty,92.0,261.9,1996,56.43,55.83,,74.0,146.0,170.0,8.75,15.87,41.67,73.0,,
Franklin Langham,93.0,261.8,1996,63.17,61.98,,31.0,96.0,117.0,15.63,19.15,32.77,72.18,,
Mike Hulbert,93.0,261.8,1996,61.73,64.09,1.0,97.0,92.0,76.0,13.39,14.04,37.38,71.9,,
Mark Brooks,93.0,261.8,1996,73.96,69.71,2.0,36.0,22.0,8.0,14.52,17.55,37.39,70.95,0.0,0.0
Bob Gilder,96.0,261.7,1996,65.65,64.29,,131.0,122.0,148.0,9.52,12.21,39.51,72.06,,
Scott Simpson,97.0,261.6,1996,62.45,70.48,4.0,20.0,11.0,14.0,18.57,18.16,37.88,70.6,0.0,0.0
Joey Gullion,98.0,261.5,1996,60.71,59.52,,97.0,149.0,159.0,8.93,14.98,40.0,73.15,,
Joel Edwards,99.0,261.4,1996,70.48,70.37,1.0,84.0,59.0,54.0,8.33,16.07,38.26,70.63,,
Steve Elkington,100.0,261.2,1996,70.6,69.23,1.0,108.0,21.0,50.0,12.5,13.91,36.73,70.86,0.0,0.0
Rick Fehr,101.0,261.1,1996,72.41,64.37,,107.0,53.0,116.0,8.62,16.78,33.33,71.68,,
Larry Mize,101.0,261.1,1996,72.91,67.24,1.0,54.0,49.0,46.0,13.79,15.25,40.54,71.67,0.0,1.0
Gil Morgan,101.0,261.1,1996,74.15,71.16,,38.0,38.0,74.0,8.33,17.05,45.45,71.29,,
David Frost,104.0,260.9,1996,72.86,69.17,1.0,7.0,8.0,45.0,16.25,20.59,42.11,69.6,1.0,1.0
Hal Sutton,104.0,260.9,1996,65.4,67.36,,57.0,107.0,95.0,17.97,14.86,36.0,72.45,0.0,0.0
Fred Funk,106.0,260.8,1996,77.86,66.3,1.0,84.0,48.0,37.0,10.0,19.87,26.55,71.85,0.0,0.0
Brian Claar,106.0,260.8,1996,71.66,62.01,,88.0,128.0,143.0,6.45,15.97,39.67,72.59,,
Mike Springer,108.0,260.6,1996,59.34,64.32,,87.0,90.0,133.0,14.42,16.23,31.31,71.95,,
Scott Gump,109.0,260.5,1996,69.59,65.95,,140.0,109.0,98.0,11.29,12.7,32.77,72.23,,
Pete Jordan,110.0,260.4,1996,66.79,66.39,,95.0,127.0,191.0,13.75,13.79,37.66,72.63,,
Fulton Allem,110.0,260.4,1996,74.0,66.0,1.0,120.0,68.0,66.0,11.0,16.6,28.87,71.39,,
Brian Tennyson,112.0,260.1,1996,65.38,59.83,,130.0,136.0,144.0,15.38,11.79,34.65,71.36,,
Dillard Pruitt,113.0,260.0,1996,71.43,68.7,,124.0,115.0,138.0,16.67,10.89,36.75,71.42,,
Glen Day,113.0,260.0,1996,68.52,61.32,1.0,75.0,64.0,82.0,8.33,15.22,42.16,71.16,,
Nick Faldo,113.0,260.0,1996,77.6,70.71,3.0,2.0,4.0,29.0,21.59,21.36,38.64,70.67,1.0,1.0
Robert Wrenn,116.0,259.9,1996,59.29,62.5,,134.0,130.0,157.0,11.25,13.17,34.67,71.83,,
Bobby Wadkins,117.0,259.8,1996,69.52,70.37,,132.0,84.0,128.0,10.0,13.03,37.17,71.55,,
Gene Sauers,118.0,259.4,1996,66.96,64.76,,136.0,110.0,110.0,12.5,11.73,36.29,71.8,,
Paul Goydos,119.0,259.3,1996,69.7,66.84,2.0,79.0,71.0,13.0,12.12,16.91,32.8,71.77,0.0,0.0
Olin Browne,120.0,259.2,1996,75.45,64.24,,106.0,100.0,134.0,17.97,14.29,30.25,71.9,,
Jim Carter,121.0,259.1,1996,69.76,63.7,,134.0,122.0,129.0,10.0,13.36,35.4,72.06,,
Brandel Chamblee,121.0,259.1,1996,71.65,65.8,1.0,92.0,98.0,35.0,11.72,13.98,40.34,72.41,,
Nolan Henke,123.0,258.9,1996,65.0,66.72,1.0,22.0,46.0,48.0,18.18,18.43,34.88,70.9,,
Lee Rinker,124.0,258.5,1996,71.43,67.0,1.0,72.0,77.0,70.0,10.61,15.32,39.53,71.68,,
Mark Wiebe,125.0,258.3,1996,66.29,66.0,1.0,50.0,28.0,55.0,13.0,16.28,40.22,70.94,,
Kirk Triplett,126.0,257.9,1996,68.15,65.28,,12.0,23.0,71.0,20.83,20.16,32.95,70.08,0.0,0.0
Tom Kite,127.0,257.4,1996,69.14,67.33,,70.0,83.0,123.0,15.0,15.5,35.87,71.25,0.0,0.0
David Ogrin,127.0,257.4,1996,65.82,66.67,1.0,97.0,89.0,92.0,8.04,14.44,41.67,72.35,,
Jay Don Blake,129.0,257.2,1996,60.82,67.17,,110.0,44.0,80.0,14.39,13.57,35.77,71.1,,
Jay Haas,130.0,256.9,1996,68.72,69.54,2.0,30.0,9.0,24.0,17.24,17.01,36.61,70.25,0.0,0.0
John Cook,131.0,256.8,1996,68.18,71.72,,128.0,100.0,160.0,9.09,15.7,31.76,72.22,,
Ed Dougherty,132.0,256.5,1996,61.49,55.36,,147.0,156.0,162.0,13.0,10.28,29.47,74.52,0.0,0.0
Allen Doyle,133.0,256.4,1996,73.89,65.9,,118.0,92.0,131.0,9.48,14.92,35.14,72.35,,
Curtis Strange,134.0,256.3,1996,77.25,70.37,1.0,81.0,80.0,93.0,18.52,14.65,31.43,72.4,0.0,0.0
Gary Rusnak,135.0,256.0,1996,60.36,56.67,,154.0,151.0,175.0,6.25,7.39,40.26,72.93,,
Mike Reid,136.0,255.4,1996,66.58,65.28,,152.0,110.0,124.0,12.5,10.42,27.88,71.83,,
Brad Fabel,137.0,255.3,1996,66.57,67.56,1.0,95.0,78.0,81.0,18.0,13.73,33.68,71.53,,
Omar Uresti,138.0,254.6,1996,75.1,66.82,2.0,52.0,43.0,51.0,12.16,15.92,41.13,71.71,,
Lanny Wadkins,139.0,254.4,1996,65.38,61.11,1.0,108.0,113.0,109.0,10.58,14.61,37.11,72.11,,
Sean Murphy,140.0,254.3,1996,70.09,63.02,,121.0,105.0,120.0,9.38,13.23,39.02,71.56,,
Wayne Levi,140.0,254.3,1996,66.48,66.03,,55.0,106.0,104.0,13.46,14.56,41.75,71.13,,
Billy Andrade,142.0,253.7,1996,58.57,66.22,,140.0,139.0,181.0,10.0,13.28,32.98,72.72,,
John Morse,143.0,253.3,1996,76.5,66.52,1.0,34.0,58.0,61.0,13.82,15.84,42.18,71.5,,
Mike Brisky,143.0,253.3,1996,71.21,61.28,,121.0,129.0,103.0,7.81,14.29,38.66,73.09,,
John Mahaffey,145.0,253.1,1996,70.6,65.38,,146.0,143.0,146.0,9.62,11.61,34.02,73.36,,
Bob Lohr,146.0,252.6,1996,75.76,67.0,,72.0,46.0,77.0,14.39,16.12,33.86,70.9,,
Loren Roberts,146.0,252.6,1996,78.57,67.42,,49.0,24.0,78.0,12.5,15.84,40.23,71.42,0.0,1.0
Doug Martin,148.0,252.5,1996,75.29,67.27,,64.0,36.0,68.0,14.86,16.53,34.27,70.77,,
David Edwards,149.0,252.3,1996,75.71,64.22,,70.0,74.0,139.0,18.0,15.81,30.93,71.38,0.0,0.0
Lennie Clements,150.0,251.6,1996,75.76,70.37,4.0,45.0,19.0,26.0,15.91,16.12,37.8,69.85,,
Ben Crenshaw,151.0,249.1,1996,67.7,61.84,,42.0,87.0,85.0,18.48,17.17,32.58,71.8,0.0,0.0
Jeff Hart,152.0,246.6,1996,74.64,67.22,,137.0,102.0,130.0,8.75,16.18,27.63,72.17,,
John Inman,153.0,245.4,1996,72.91,58.24,,153.0,138.0,150.0,7.76,12.2,26.13,72.3,,
Shane Bertsch,153.0,245.4,1996,62.8,59.26,,140.0,153.0,205.0,15.63,12.55,29.21,73.25,,
Corey Pavin,155.0,244.1,1996,71.13,65.51,3.0,103.0,16.0,38.0,9.38,17.21,31.52,69.5,1.0,1.0
Ed Fiori,156.0,239.1,1996,69.57,54.93,,156.0,154.0,190.0,15.19,6.44,18.92,74.19,,
John Daly,1.0,304.0,1997,53.25,66.16,1.0,5.0,36.0,87.0,11.36,19.09,54.55,70.8,,
Tiger Woods,2.0,286.0,1997,69.16,68.36,3.0,6.0,2.0,8.0,18.28,16.1,54.12,69.31,1.0,1.0
Phil Mickelson,3.0,280.5,1997,69.14,68.58,2.0,7.0,18.0,11.0,12.82,16.44,55.75,70.12,0.0,0.0
Kelly Gibson,4.0,279.6,1997,61.12,67.42,,67.0,69.0,102.0,13.42,14.1,41.84,71.32,,
Stuart Appleby,5.0,278.6,1997,64.88,67.59,3.0,14.0,22.0,5.0,14.58,13.64,56.38,70.64,0.0,1.0
Scott McCarron,6.0,277.7,1997,65.77,64.76,3.0,32.0,12.0,26.0,10.08,17.48,43.8,70.95,0.0,0.0
Andrew Magee,7.0,276.8,1997,61.96,63.74,2.0,50.0,56.0,49.0,13.07,15.45,41.61,70.74,,
Mark Calcavecchia,8.0,276.6,1997,64.64,70.71,2.0,11.0,8.0,19.0,15.79,17.77,46.51,69.52,0.0,1.0
Davis Love III,9.0,276.4,1997,68.96,72.92,2.0,34.0,25.0,57.0,12.37,14.58,47.37,70.0,1.0,1.0
Steve Lowery,10.0,276.2,1997,64.22,68.02,2.0,60.0,40.0,53.0,12.75,13.37,46.15,70.91,,
Paul Stankowski,11.0,275.8,1997,68.47,69.82,3.0,13.0,15.0,9.0,14.09,16.4,50.34,69.96,1.0,1.0
John Adams,12.0,275.4,1997,57.63,65.7,,132.0,131.0,158.0,8.6,10.43,40.66,72.26,,
Hideki Kase,13.0,274.9,1997,63.61,67.11,,56.0,60.0,112.0,14.85,14.29,42.27,71.4,,
"Jim Gallagher, Jr.",14.0,274.7,1997,62.9,63.44,,122.0,134.0,124.0,8.06,12.97,38.98,72.0,,
Robert Gamez,15.0,274.6,1997,68.41,70.51,1.0,35.0,80.0,76.0,13.46,16.03,42.16,71.5,,
Todd Demsey,16.0,274.4,1997,52.44,60.89,,141.0,127.0,168.0,8.91,11.02,35.79,72.0,,
Tim Herron,16.0,274.4,1997,62.48,64.26,1.0,46.0,55.0,43.0,14.09,13.44,46.21,71.17,,
Duffy Waldorf,18.0,273.7,1997,68.43,70.61,1.0,18.0,39.0,58.0,12.1,18.67,44.92,69.61,0.0,0.0
Tom Purtzer,19.0,273.6,1997,64.45,70.04,1.0,120.0,67.0,60.0,9.73,14.34,34.29,71.0,,
"David Berganio, Jr.",20.0,273.4,1997,61.07,64.44,,102.0,120.0,181.0,11.25,16.18,31.58,72.29,0.0,0.0
Grant Waite,21.0,273.3,1997,63.72,64.07,1.0,76.0,93.0,95.0,11.57,14.0,41.18,70.9,,
Chip Sullivan,22.0,273.1,1997,57.63,58.21,,130.0,145.0,196.0,9.68,11.21,39.33,73.05,,
Payne Stewart,23.0,272.9,1997,68.51,71.21,3.0,24.0,17.0,23.0,10.23,19.64,40.48,70.42,,
Brent Geiberger,24.0,272.6,1997,63.96,67.96,,45.0,30.0,86.0,8.26,16.23,45.3,71.05,,
Steve Jones,24.0,272.6,1997,61.58,68.89,4.0,3.0,5.0,6.0,19.01,19.54,48.72,69.81,0.0,0.0
Phil Blackmar,24.0,272.6,1997,51.79,61.11,,53.0,72.0,91.0,14.84,16.77,36.67,71.06,,
Vijay Singh,27.0,272.5,1997,66.67,67.5,,65.0,35.0,65.0,12.35,16.16,37.04,70.18,0.0,1.0
Curt Byrum,28.0,272.3,1997,57.69,65.38,,64.0,85.0,119.0,10.58,14.89,43.14,71.5,,
Stewart Cink,29.0,272.1,1997,67.54,67.59,1.0,89.0,42.0,78.0,11.57,14.14,40.0,71.24,0.0,0.0
Joe Durant,30.0,271.9,1997,67.9,67.24,2.0,72.0,130.0,69.0,22.22,11.72,36.52,73.1,,
Paul Azinger,30.0,271.9,1997,65.97,70.37,2.0,19.0,23.0,37.0,15.46,14.88,50.54,70.07,0.0,0.0
Michael Bradley,32.0,271.7,1997,64.42,66.99,2.0,21.0,13.0,14.0,13.87,18.71,40.6,69.95,0.0,0.0
David Duval,33.0,271.6,1997,65.64,67.78,2.0,8.0,10.0,15.0,19.15,17.98,45.86,69.33,0.0,0.0
Kenny Perry,34.0,271.5,1997,66.51,66.67,1.0,35.0,51.0,59.0,12.8,16.77,41.88,71.25,0.0,0.0
Steve Stricker,35.0,271.4,1997,53.13,61.11,,132.0,112.0,129.0,8.25,12.81,35.48,71.94,0.0,0.0
Dan Forsman,36.0,271.3,1997,60.97,65.08,1.0,76.0,95.0,99.0,10.71,15.14,39.81,71.06,0.0,0.0
Jay Delsing,37.0,271.2,1997,63.48,64.02,,112.0,117.0,165.0,7.06,16.51,32.1,72.2,,
Brian Henninger,37.0,271.2,1997,66.27,67.13,,42.0,63.0,74.0,8.25,17.92,41.05,71.06,,
Frank Lickliter II,39.0,271.0,1997,69.71,62.37,,55.0,95.0,148.0,17.98,13.51,41.18,71.0,,
Tom Kite,40.0,270.9,1997,70.29,67.7,1.0,119.0,81.0,89.0,10.09,12.31,37.61,71.58,1.0,1.0
Michael Christie,41.0,270.0,1997,60.0,62.64,,48.0,105.0,103.0,10.26,16.67,42.34,71.62,,
Ted Tryba,42.0,269.8,1997,65.41,66.98,1.0,52.0,54.0,62.0,15.17,12.84,46.72,70.84,,
Pete Jordan,43.0,269.7,1997,68.0,63.4,,61.0,83.0,85.0,8.76,15.59,43.7,71.57,,
David Ogrin,44.0,269.4,1997,63.96,64.65,2.0,22.0,20.0,50.0,17.05,15.35,47.5,70.75,0.0,0.0
Tommy Tolles,45.0,268.9,1997,62.33,68.72,4.0,2.0,7.0,22.0,16.51,19.12,53.33,69.35,1.0,1.0
Tommy Armour III,46.0,268.3,1997,64.99,65.43,,87.0,84.0,131.0,10.09,17.88,32.04,71.11,,
Larry Nelson,46.0,268.3,1997,61.69,63.64,1.0,104.0,128.0,34.0,10.23,15.04,35.37,72.44,,
Ronnie Black,48.0,268.1,1997,64.06,64.34,2.0,39.0,51.0,51.0,9.68,15.29,47.5,71.15,,
Bob Tway,49.0,268.0,1997,68.66,72.4,1.0,50.0,19.0,48.0,12.1,16.04,42.24,70.06,0.0,0.0
"Dave Stockton, Jr.",50.0,267.9,1997,58.27,62.64,,113.0,139.0,152.0,14.53,14.97,27.93,72.19,,
Brett Quigley,51.0,267.7,1997,56.6,61.63,,108.0,123.0,123.0,9.3,14.51,36.59,72.22,,
Jim McGovern,52.0,267.5,1997,66.57,63.66,,98.0,103.0,132.0,8.25,12.5,44.21,71.53,,
Woody Austin,52.0,267.5,1997,66.48,63.33,,88.0,142.0,141.0,8.91,15.35,40.0,73.17,,
Tom Byrum,54.0,267.4,1997,72.35,64.29,,84.0,74.0,113.0,12.94,14.42,37.65,71.93,,
Taylor Smith,55.0,267.2,1997,62.91,59.6,1.0,47.0,82.0,80.0,12.78,16.37,40.8,71.37,,
Dudley Hart,56.0,267.1,1997,63.32,64.89,,137.0,140.0,146.0,12.87,10.84,33.0,72.4,0.0,0.0
Tom Pernice Jr.,57.0,267.0,1997,64.51,64.29,,146.0,138.0,184.0,11.76,9.05,28.92,72.53,,
Marco Dawson,58.0,266.9,1997,56.45,62.22,,20.0,99.0,98.0,8.91,19.05,46.39,72.32,,
Neal Lancaster,59.0,266.8,1997,58.23,62.78,,114.0,101.0,115.0,5.79,16.23,33.33,71.43,,
Jesper Parnevik,60.0,266.6,1997,66.16,73.4,6.0,1.0,1.0,3.0,18.8,19.28,51.94,69.05,0.0,1.0
Jay Don Blake,60.0,266.6,1997,66.94,68.25,2.0,29.0,29.0,38.0,10.71,17.04,45.45,69.9,,
Billy Mayfair,62.0,266.4,1997,70.6,64.96,,58.0,63.0,92.0,9.62,15.79,43.88,71.39,,
Peter Jacobsen,62.0,266.4,1997,71.2,72.9,1.0,75.0,27.0,54.0,12.12,15.63,37.58,70.43,,
Sandy Lyle,64.0,266.3,1997,63.93,66.05,,69.0,109.0,118.0,14.68,14.81,37.38,70.84,0.0,0.0
Donnie Hammond,65.0,266.1,1997,64.8,62.3,2.0,66.0,42.0,45.0,13.39,14.44,40.74,71.56,,
Len Mattiace,66.0,266.0,1997,65.65,66.67,,42.0,31.0,56.0,15.53,13.18,45.86,70.56,,
Skip Kendall,67.0,265.8,1997,68.33,69.19,1.0,118.0,75.0,93.0,11.28,11.45,39.53,70.83,,
Paul Goydos,67.0,265.8,1997,70.63,66.2,3.0,37.0,40.0,39.0,12.5,15.76,44.12,70.64,,
Brandel Chamblee,69.0,265.6,1997,61.01,62.5,,96.0,87.0,121.0,13.54,12.3,41.3,71.5,,
Craig Stadler,70.0,265.5,1997,68.26,71.85,5.0,9.0,4.0,10.0,14.88,18.21,47.86,69.53,0.0,0.0
Jimmy Green,70.0,265.5,1997,60.6,63.66,,114.0,91.0,167.0,13.4,10.0,41.05,71.42,,
Scott Dunlap,72.0,265.3,1997,65.84,65.17,,135.0,136.0,161.0,11.43,9.85,39.39,72.45,,
Brad Bryant,72.0,265.3,1997,66.28,70.07,2.0,30.0,27.0,33.0,15.2,15.58,42.4,70.95,,
Hal Sutton,74.0,265.2,1997,68.9,70.14,,71.0,85.0,114.0,18.6,14.2,34.96,70.96,,
Tom Watson,75.0,264.9,1997,69.97,65.61,,25.0,45.0,73.0,15.29,17.76,40.51,70.15,1.0,1.0
Phil Tataurangi,76.0,264.6,1997,65.59,63.89,,76.0,93.0,198.0,13.58,13.37,41.56,71.76,,
Doug Barron,76.0,264.6,1997,64.88,65.1,,96.0,77.0,122.0,17.05,12.11,37.6,71.05,,
Jay Haas,76.0,264.6,1997,71.82,68.82,,62.0,44.0,72.0,12.8,18.59,32.23,70.95,,
Lee Janzen,79.0,264.4,1997,69.59,65.95,2.0,27.0,13.0,28.0,13.71,19.3,37.29,70.17,0.0,0.0
P.H. Horgan III,80.0,264.3,1997,70.72,64.98,,68.0,90.0,126.0,13.98,13.91,40.66,71.63,,
Mark Wiebe,81.0,264.2,1997,69.14,66.67,,16.0,51.0,75.0,14.53,18.84,41.59,71.1,,
Russ Cochran,81.0,264.2,1997,63.39,68.19,2.0,26.0,34.0,30.0,13.13,17.16,44.08,70.05,,
Robert Damron,83.0,264.1,1997,68.86,64.26,1.0,57.0,48.0,44.0,15.44,16.22,36.05,70.8,,
Rocco Mediate,84.0,264.0,1997,70.36,65.66,,138.0,117.0,140.0,7.87,15.77,25.88,71.4,,
Mike Standly,85.0,263.9,1997,63.82,65.87,,125.0,126.0,120.0,11.76,12.74,34.57,72.73,,
Guy Boros,86.0,263.8,1997,68.23,67.01,1.0,42.0,72.0,63.0,13.95,12.73,48.8,70.95,0.0,0.0
Tom Lehman,87.0,263.7,1997,71.06,74.44,4.0,12.0,3.0,12.0,17.82,19.05,41.24,68.93,0.0,1.0
John Huston,88.0,263.6,1997,68.52,64.81,,37.0,112.0,127.0,17.59,15.33,39.42,71.3,0.0,1.0
